Hora;Precios_Mercado(euro/MW);Precio_CO2(euro/Tn);Demanda(GWh);Temperatura_max(.C);Temperatura_min(.C);Precipitacion(l/m2);Velocidad_media(km/h);Irradiancia (W/m2)
1;40.93;26.27;11.79;23.9;14.5;0;21.96;0
2;35.00;26.27;11.79;23.9;14.5;0;21.96;0
3;31.5;26.27;11.79;23.9;14.5;0;21.96;0
4;31.5;26.27;11.79;23.9;14.5;0;21.96;0
5;31.3;26.27;11.79;23.9;14.5;0;21.96;0
6;31.5;26.27;11.79;23.9;14.5;0;21.96;0
7;38.09;26.27;11.79;23.9;14.5;0;21.96;0
8;41.43;26.27;23.58;23.9;14.5;0;21.96;12
9;42.97;26.27;23.58;23.9;14.5;0;21.96;185.01
10;43.71;26.27;35.37;23.9;14.5;0;21.96;342.01
11;44.87;26.27;35.37;23.9;14.5;0;21.96;462.01
12;43.55;26.27;35.37;23.9;14.5;0;21.96;528.01
13;43.55;26.27;35.37;23.9;14.5;0;21.96;551.01
14;45.19;26.27;23.58;23.9;14.5;0;21.96;493.01
15;43.95;26.27;23.58;23.9;14.5;0;21.96;394.01
16;42.89;26.27;23.58;23.9;14.5;0;21.96;248.01
17;44.87;26.27;35.37;23.9;14.5;0;21.96;65.02
18;47.43;26.27;35.37;23.9;14.5;0;21.96;0
19;51.9;26.27;35.37;23.9;14.5;0;21.96;0
20;51.00;26.27;23.58;23.9;14.5;0;21.96;0
21;51.00;26.27;23.58;23.9;14.5;0;21.96;0
22;50.14;26.27;23.58;23.9;14.5;0;21.96;0
23;45.99;26.27;23.58;23.9;14.5;0;21.96;0
0;45.17;27.36;13.99;19.9;11.4;0;10.08;0
1;44.94;27.36;13.99;19.9;11.4;0;10.08;0
2;43.02;27.36;13.99;19.9;11.4;0;10.08;0
3;42.14;27.36;13.99;19.9;11.4;0;10.08;0
4;42.05;27.36;13.99;19.9;11.4;0;10.08;0
5;41.93;27.36;13.99;19.9;11.4;0;10.08;0
6;42.67;27.36;13.99;19.9;11.4;0;10.08;0
7;43.8;27.36;13.99;19.9;11.4;0;10.08;0
8;45.00;27.36;27.99;19.9;11.4;0;10.08;11
9;46.87;27.36;27.99;19.9;11.4;0;10.08;179.01
10;45.98;27.36;41.98;19.9;11.4;0;10.08;335.01
11;44.95;27.36;41.98;19.9;11.4;0;10.08;455.01
12;44.09;27.36;41.98;19.9;11.4;0;10.08;530.01
13;44.78;27.36;41.98;19.9;11.4;0;10.08;546.01
14;42.95;27.36;27.99;19.9;11.4;0;10.08;492.01
15;42.72;27.36;27.99;19.9;11.4;0;10.08;388.01
16;43.28;27.36;27.99;19.9;11.4;0;10.08;243.01
17;43.8;27.36;41.98;19.9;11.4;0;10.08;63.22
18;47.25;27.36;41.98;19.9;11.4;0;10.08;0
19;50.00;27.36;41.98;19.9;11.4;0;10.08;0
20;49.51;27.36;27.99;19.9;11.4;0;10.08;0
21;47.97;27.36;27.99;19.9;11.4;0;10.08;0
22;47.00;27.36;27.99;19.9;11.4;0;10.08;0
23;45.05;27.36;27.99;19.9;11.4;0;10.08;0
0;42.16;26.63;14.41;18.7;8.5;0;6.84;0
1;35.89;26.63;14.41;18.7;8.5;0;6.84;0
2;33.39;26.63;14.41;18.7;8.5;0;6.84;0
3;31.9;26.63;14.41;18.7;8.5;0;6.84;0
4;30.25;26.63;14.41;18.7;8.5;0;6.84;0
5;30.25;26.63;14.41;18.7;8.5;0;6.84;0
6;32.68;26.63;14.41;18.7;8.5;0;6.84;0
7;39.03;26.63;14.41;18.7;8.5;0;6.84;0
8;46.07;26.63;28.81;18.7;8.5;0;6.84;0
9;48.39;26.63;28.81;18.7;8.5;0;6.84;177.01
10;45.98;26.63;43.22;18.7;8.5;0;6.84;331.01
11;43.86;26.63;43.22;18.7;8.5;0;6.84;453.01
12;42.73;26.63;43.22;18.7;8.5;0;6.84;528.01
13;41.42;26.63;43.22;18.7;8.5;0;6.84;545.01
14;41.8;26.63;28.81;18.7;8.5;0;6.84;485.01
15;42.55;26.63;28.81;18.7;8.5;0;6.84;391.01
16;43.08;26.63;28.81;18.7;8.5;0;6.84;241.01
17;44.75;26.63;43.22;18.7;8.5;0;6.84;62.29
18;46.97;26.63;43.22;18.7;8.5;0;6.84;0
19;49.95;26.63;43.22;18.7;8.5;0;6.84;0
20;51.69;26.63;28.81;18.7;8.5;0;6.84;0
21;52.55;26.63;28.81;18.7;8.5;0;6.84;0
22;50.51;26.63;28.81;18.7;8.5;0;6.84;0
23;48.14;26.63;28.81;18.7;8.5;0;6.84;0
0;45.19;27.18;14.51;19;8.2;0;5.04;0
1;40.95;27.18;14.51;19;8.2;0;5.04;0
2;38.00;27.18;14.51;19;8.2;0;5.04;0
3;36.55;27.18;14.51;19;8.2;0;5.04;0
4;36.15;27.18;14.51;19;8.2;0;5.04;0
5;32.4;27.18;14.51;19;8.2;0;5.04;0
6;32.02;27.18;14.51;19;8.2;0;5.04;0
7;33.4;27.18;14.51;19;8.2;0;5.04;0
8;41.7;27.18;29.02;19;8.2;0;5.04;0
9;42.16;27.18;29.02;19;8.2;0;5.04;173.01
10;42.39;27.18;43.54;19;8.2;0;5.04;329.01
11;39.05;27.18;43.54;19;8.2;0;5.04;451.01
12;37.55;27.18;43.54;19;8.2;0;5.04;524.01
13;37.51;27.18;43.54;19;8.2;0;5.04;483.01
14;35.97;27.18;29.02;19;8.2;0;5.04;309
15;35.27;27.18;29.02;19;8.2;0;5.04;251
16;36.55;27.18;29.02;19;8.2;0;5.04;223.01
17;37.31;27.18;43.54;19;8.2;0;5.04;47.8
18;42.16;27.18;43.54;19;8.2;0;5.04;0
19;47.56;27.18;43.54;19;8.2;0;5.04;0
20;48.11;27.18;29.02;19;8.2;0;5.04;0
21;45.15;27.18;29.02;19;8.2;0;5.04;0
22;42.22;27.18;29.02;19;8.2;0;5.04;0
23;39.95;27.18;29.02;19;8.2;0;5.04;0
0;37.83;26.35;14.52;18.6;8.8;0;6.84;0
1;36.9;26.35;14.52;18.6;8.8;0;6.84;0
2;34.81;26.35;14.52;18.6;8.8;0;6.84;0
3;32.61;26.35;14.52;18.6;8.8;0;6.84;0
4;32.41;26.35;14.52;18.6;8.8;0;6.84;0
5;31.64;26.35;14.52;18.6;8.8;0;6.84;0
6;32.61;26.35;14.52;18.6;8.8;0;6.84;0
7;36.2;26.35;14.52;18.6;8.8;0;6.84;0
8;42.97;26.35;29.04;18.6;8.8;0;6.84;0
9;45.76;26.35;29.04;18.6;8.8;0;6.84;169.01
10;44.94;26.35;43.56;18.6;8.8;0;6.84;323.01
11;43.92;26.35;43.56;18.6;8.8;0;6.84;440.01
12;42.67;26.35;43.56;18.6;8.8;0;6.84;517.01
13;42.67;26.35;43.56;18.6;8.8;0;6.84;508.01
14;43.49;26.35;29.04;18.6;8.8;0;6.84;465.01
15;42.8;26.35;29.04;18.6;8.8;0;6.84;361.01
16;42.95;26.35;29.04;18.6;8.8;0;6.84;228.01
17;43.05;26.35;43.56;18.6;8.8;0;6.84;57.32
18;46.87;26.35;43.56;18.6;8.8;0;6.84;0
19;49.37;26.35;43.56;18.6;8.8;0;6.84;0
20;49.00;26.35;29.04;18.6;8.8;0;6.84;0
21;48.18;26.35;29.04;18.6;8.8;0;6.84;0
22;45.14;26.35;29.04;18.6;8.8;0;6.84;0
23;42.22;26.35;29.04;18.6;8.8;0;6.84;0
0;38.05;26.74;14.47;18.2;7.8;0;10.08;0
1;35.99;26.74;14.47;18.2;7.8;0;10.08;0
2;33.48;26.74;14.47;18.2;7.8;0;10.08;0
3;31.91;26.74;14.47;18.2;7.8;0;10.08;0
4;30.4;26.74;14.47;18.2;7.8;0;10.08;0
5;30.49;26.74;14.47;18.2;7.8;0;10.08;0
6;31.03;26.74;14.47;18.2;7.8;0;10.08;0
7;32.31;26.74;14.47;18.2;7.8;0;10.08;0
8;33.4;26.74;28.95;18.2;7.8;0;10.08;0
9;35.27;26.74;28.95;18.2;7.8;0;10.08;124
10;39.89;26.74;43.42;18.2;7.8;0;10.08;116
11;40.51;26.74;43.42;18.2;7.8;0;10.08;325
12;41.12;26.74;43.42;18.2;7.8;0;10.08;229
13;40.22;26.74;43.42;18.2;7.8;0;10.08;170
14;43.02;26.74;28.95;18.2;7.8;0;10.08;190
15;43.02;26.74;28.95;18.2;7.8;0;10.08;115
16;40.05;26.74;28.95;18.2;7.8;0;10.08;91
17;42.05;26.74;43.42;18.2;7.8;0;10.08;45.82
18;48.69;26.74;43.42;18.2;7.8;0;10.08;0
19;50.98;26.74;43.42;18.2;7.8;0;10.08;0
20;50.86;26.74;28.95;18.2;7.8;0;10.08;0
21;50.00;26.74;28.95;18.2;7.8;0;10.08;0
22;49.28;26.74;28.95;18.2;7.8;0;10.08;0
23;47.26;26.74;28.95;18.2;7.8;0;10.08;0
0;44.77;26.74;12.98;19.3;6.8;0;6.84;0
1;42.67;26.74;12.98;19.3;6.8;0;6.84;0
2;40.39;26.74;12.98;19.3;6.8;0;6.84;0
3;36.06;26.74;12.98;19.3;6.8;0;6.84;0
4;33.55;26.74;12.98;19.3;6.8;0;6.84;0
5;33.3;26.74;12.98;19.3;6.8;0;6.84;0
6;33.55;26.74;12.98;19.3;6.8;0;6.84;0
7;37.85;26.74;12.98;19.3;6.8;0;6.84;0
8;38.79;26.74;25.96;19.3;6.8;0;6.84;0
9;39.55;26.74;25.96;19.3;6.8;0;6.84;60
10;40.37;26.74;38.95;19.3;6.8;0;6.84;71
11;39.15;26.74;38.95;19.3;6.8;0;6.84;193
12;40.24;26.74;38.95;19.3;6.8;0;6.84;119
13;41.32;26.74;38.95;19.3;6.8;0;6.84;97
14;41.05;26.74;25.96;19.3;6.8;0;6.84;131
15;41.05;26.74;25.96;19.3;6.8;0;6.84;160
16;38.38;26.74;25.96;19.3;6.8;0;6.84;88
17;41.56;26.74;38.95;19.3;6.8;0;6.84;34.91
18;48.41;26.74;38.95;19.3;6.8;0;6.84;0
19;50.75;26.74;38.95;19.3;6.8;0;6.84;0
20;50.51;26.74;25.96;19.3;6.8;0;6.84;0
21;51.8;26.74;25.96;19.3;6.8;0;6.84;0
22;51.48;26.74;25.96;19.3;6.8;0;6.84;0
23;49.75;26.74;25.96;19.3;6.8;0;6.84;0
0;46.48;26.74;12.2;17.1;11.1;1;6.12;0
1;46.55;26.74;12.2;17.1;11.1;1;6.12;0
2;44.52;26.74;12.2;17.1;11.1;1;6.12;0
3;42.9;26.74;12.2;17.1;11.1;1;6.12;0
4;41.03;26.74;12.2;17.1;11.1;1;6.12;0
5;40.07;26.74;12.2;17.1;11.1;1;6.12;0
6;43.27;26.74;12.2;17.1;11.1;1;6.12;0
7;48.05;26.74;12.2;17.1;11.1;1;6.12;0
8;56.54;26.74;24.39;17.1;11.1;1;6.12;0
9;62.03;26.74;24.39;17.1;11.1;1;6.12;50
10;58.99;26.74;36.59;17.1;11.1;1;6.12;98
11;52.75;26.74;36.59;17.1;11.1;1;6.12;106
12;50.52;26.74;36.59;17.1;11.1;1;6.12;86
13;49.06;26.74;36.59;17.1;11.1;1;6.12;74
14;48.05;26.74;24.39;17.1;11.1;1;6.12;66
15;50.06;26.74;24.39;17.1;11.1;1;6.12;55
16;49.7;26.74;24.39;17.1;11.1;1;6.12;82
17;51.26;26.74;36.59;17.1;11.1;1;6.12;20
18;58.26;26.74;36.59;17.1;11.1;1;6.12;0
19;60.49;26.74;36.59;17.1;11.1;1;6.12;0
20;55.25;26.74;24.39;17.1;11.1;1;6.12;0
21;54.51;26.74;24.39;17.1;11.1;1;6.12;0
22;52.85;26.74;24.39;17.1;11.1;1;6.12;0
23;50.06;26.74;24.39;17.1;11.1;1;6.12;0
0;45.47;27.25;14.71;17.4;11.2;65.4;9;0
1;44.12;27.25;14.71;17.4;11.2;65.4;9;0
2;40.07;27.25;14.71;17.4;11.2;65.4;9;0
3;38.1;27.25;14.71;17.4;11.2;65.4;9;0
4;36.37;27.25;14.71;17.4;11.2;65.4;9;0
5;36.51;27.25;14.71;17.4;11.2;65.4;9;0
6;39.97;27.25;14.71;17.4;11.2;65.4;9;0
7;45.07;27.25;14.71;17.4;11.2;65.4;9;0
8;52.55;27.25;29.42;17.4;11.2;65.4;9;0
9;55.3;27.25;29.42;17.4;11.2;65.4;9;28
10;53.66;27.25;44.13;17.4;11.2;65.4;9;82
11;51.4;27.25;44.13;17.4;11.2;65.4;9;110
12;49.55;27.25;44.13;17.4;11.2;65.4;9;112
13;49.00;27.25;44.13;17.4;11.2;65.4;9;99
14;45.91;27.25;29.42;17.4;11.2;65.4;9;84
15;45.8;27.25;29.42;17.4;11.2;65.4;9;134
16;46.98;27.25;29.42;17.4;11.2;65.4;9;57
17;48.87;27.25;44.13;17.4;11.2;65.4;9;11
18;52.57;27.25;44.13;17.4;11.2;65.4;9;0
19;54.4;27.25;44.13;17.4;11.2;65.4;9;0
20;54.19;27.25;29.42;17.4;11.2;65.4;9;0
21;50.89;27.25;29.42;17.4;11.2;65.4;9;0
22;46.06;27.25;29.42;17.4;11.2;65.4;9;0
23;43.35;27.25;29.42;17.4;11.2;65.4;9;0
0;39.63;27.63;15.33;17.9;10.9;6.3;6.12;0
1;36.28;27.63;15.33;17.9;10.9;6.3;6.12;0
2;37.12;27.63;15.33;17.9;10.9;6.3;6.12;0
3;33.9;27.63;15.33;17.9;10.9;6.3;6.12;0
4;33.5;27.63;15.33;17.9;10.9;6.3;6.12;0
5;34.12;27.63;15.33;17.9;10.9;6.3;6.12;0
6;35.77;27.63;15.33;17.9;10.9;6.3;6.12;0
7;43.52;27.63;15.33;17.9;10.9;6.3;6.12;0
8;53.05;27.63;30.65;17.9;10.9;6.3;6.12;0
9;53.5;27.63;30.65;17.9;10.9;6.3;6.12;122
10;53.25;27.63;45.98;17.9;10.9;6.3;6.12;230
11;51.67;27.63;45.98;17.9;10.9;6.3;6.12;236
12;51.29;27.63;45.98;17.9;10.9;6.3;6.12;373.01
13;50.48;27.63;45.98;17.9;10.9;6.3;6.12;430.01
14;50.48;27.63;30.65;17.9;10.9;6.3;6.12;361.01
15;52.01;27.63;30.65;17.9;10.9;6.3;6.12;208
16;52.91;27.63;30.65;17.9;10.9;6.3;6.12;134
17;54.57;27.63;45.98;17.9;10.9;6.3;6.12;40.52
18;58.46;27.63;45.98;17.9;10.9;6.3;6.12;0
19;59.02;27.63;45.98;17.9;10.9;6.3;6.12;0
20;56.3;27.63;30.65;17.9;10.9;6.3;6.12;0
21;52.5;27.63;30.65;17.9;10.9;6.3;6.12;0
22;46.12;27.63;30.65;17.9;10.9;6.3;6.12;0
23;44.44;27.63;30.65;17.9;10.9;6.3;6.12;0
0;41.94;27.62;15.49;20.5;11;0;5.04;0
1;42.56;27.62;15.49;20.5;11;0;5.04;0
2;39.55;27.62;15.49;20.5;11;0;5.04;0
3;36.77;27.62;15.49;20.5;11;0;5.04;0
4;36.57;27.62;15.49;20.5;11;0;5.04;0
5;36.79;27.62;15.49;20.5;11;0;5.04;0
6;38.2;27.62;15.49;20.5;11;0;5.04;0
7;45.95;27.62;15.49;20.5;11;0;5.04;0
8;50.06;27.62;30.99;20.5;11;0;5.04;0
9;51.5;27.62;30.99;20.5;11;0;5.04;143.01
10;51.55;27.62;46.48;20.5;11;0;5.04;265.01
11;51.5;27.62;46.48;20.5;11;0;5.04;318.01
12;51.64;27.62;46.48;20.5;11;0;5.04;126
13;51.55;27.62;46.48;20.5;11;0;5.04;261
14;52.95;27.62;30.99;20.5;11;0;5.04;351.01
15;51.5;27.62;30.99;20.5;11;0;5.04;136
16;51.2;27.62;30.99;20.5;11;0;5.04;56
17;51.5;27.62;46.48;20.5;11;0;5.04;36
18;51.5;27.62;46.48;20.5;11;0;5.04;0
19;54.21;27.62;46.48;20.5;11;0;5.04;0
20;55.77;27.62;30.99;20.5;11;0;5.04;0
21;55.96;27.62;30.99;20.5;11;0;5.04;0
22;52.23;27.62;30.99;20.5;11;0;5.04;0
23;49.73;27.62;30.99;20.5;11;0;5.04;0
0;45.17;28.1;15.52;19.8;9.3;0;11.16;0
1;45.97;28.1;15.52;19.8;9.3;0;11.16;0
2;44.89;28.1;15.52;19.8;9.3;0;11.16;0
3;42.85;28.1;15.52;19.8;9.3;0;11.16;0
4;40.37;28.1;15.52;19.8;9.3;0;11.16;0
5;41.44;28.1;15.52;19.8;9.3;0;11.16;0
6;45.45;28.1;15.52;19.8;9.3;0;11.16;0
7;50.98;28.1;15.52;19.8;9.3;0;11.16;0
8;55.01;28.1;31.05;19.8;9.3;0;11.16;0
9;57.51;28.1;31.05;19.8;9.3;0;11.16;38
10;58.25;28.1;46.57;19.8;9.3;0;11.16;26
11;56.99;28.1;46.57;19.8;9.3;0;11.16;136
12;56.01;28.1;46.57;19.8;9.3;0;11.16;180
13;56.00;28.1;46.57;19.8;9.3;0;11.16;45
14;55.7;28.1;31.05;19.8;9.3;0;11.16;70
15;54.55;28.1;31.05;19.8;9.3;0;11.16;165
16;55.3;28.1;31.05;19.8;9.3;0;11.16;179.01
17;55.4;28.1;46.57;19.8;9.3;0;11.16;43.54
18;56.69;28.1;46.57;19.8;9.3;0;11.16;0
19;60.02;28.1;46.57;19.8;9.3;0;11.16;0
20;61.25;28.1;31.05;19.8;9.3;0;11.16;0
21;59.02;28.1;31.05;19.8;9.3;0;11.16;0
22;52.91;28.1;31.05;19.8;9.3;0;11.16;0
23;51.74;28.1;31.05;19.8;9.3;0;11.16;0
0;47.1;28.13;15.2;20;8.8;0;29.16;0
1;48.93;28.13;15.2;20;8.8;0;29.16;0
2;46.24;28.13;15.2;20;8.8;0;29.16;0
3;45.01;28.13;15.2;20;8.8;0;29.16;0
4;44.55;28.13;15.2;20;8.8;0;29.16;0
5;43.5;28.13;15.2;20;8.8;0;29.16;0
6;43.5;28.13;15.2;20;8.8;0;29.16;0
7;41.97;28.13;15.2;20;8.8;0;29.16;0
8;45.04;28.13;30.41;20;8.8;0;29.16;0
9;45.69;28.13;30.41;20;8.8;0;29.16;60
10;49.26;28.13;45.61;20;8.8;0;29.16;168
11;50.34;28.13;45.61;20;8.8;0;29.16;212
12;49.01;28.13;45.61;20;8.8;0;29.16;300
13;49.08;28.13;45.61;20;8.8;0;29.16;319
14;48.34;28.13;30.41;20;8.8;0;29.16;82
15;47.86;28.13;30.41;20;8.8;0;29.16;176
16;47.86;28.13;30.41;20;8.8;0;29.16;71
17;50.23;28.13;45.61;20;8.8;0;29.16;28.48
18;54.1;28.13;45.61;20;8.8;0;29.16;0
19;56.14;28.13;45.61;20;8.8;0;29.16;0
20;53.83;28.13;30.41;20;8.8;0;29.16;0
21;50.76;28.13;30.41;20;8.8;0;29.16;0
22;49.05;28.13;30.41;20;8.8;0;29.16;0
23;47.13;28.13;30.41;20;8.8;0;29.16;0
0;46.27;28.13;13.45;16.1;7.6;0;6.84;0
1;42.07;28.13;13.45;16.1;7.6;0;6.84;0
2;38.66;28.13;13.45;16.1;7.6;0;6.84;0
3;37.03;28.13;13.45;16.1;7.6;0;6.84;0
4;35.97;28.13;13.45;16.1;7.6;0;6.84;0
5;36.00;28.13;13.45;16.1;7.6;0;6.84;0
6;38.04;28.13;13.45;16.1;7.6;0;6.84;0
7;38.37;28.13;13.45;16.1;7.6;0;6.84;0
8;40.6;28.13;26.9;16.1;7.6;0;6.84;0
9;43.01;28.13;26.9;16.1;7.6;0;6.84;56
10;45.23;28.13;40.35;16.1;7.6;0;6.84;150
11;45.12;28.13;40.35;16.1;7.6;0;6.84;190
12;46.31;28.13;40.35;16.1;7.6;0;6.84;254
13;46.27;28.13;40.35;16.1;7.6;0;6.84;151
14;44.71;28.13;26.9;16.1;7.6;0;6.84;142
15;43.77;28.13;26.9;16.1;7.6;0;6.84;122
16;44.96;28.13;26.9;16.1;7.6;0;6.84;145
17;49.1;28.13;40.35;16.1;7.6;0;6.84;39.04
18;54.85;28.13;40.35;16.1;7.6;0;6.84;0
19;58.26;28.13;40.35;16.1;7.6;0;6.84;0
20;58.97;28.13;26.9;16.1;7.6;0;6.84;0
21;55.98;28.13;26.9;16.1;7.6;0;6.84;0
22;52.26;28.13;26.9;16.1;7.6;0;6.84;0
23;49.91;28.13;26.9;16.1;7.6;0;6.84;0
0;45.17;28.13;12.57;16.8;4.5;0;2.88;0
1;46.6;28.13;12.57;16.8;4.5;0;2.88;0
2;43.04;28.13;12.57;16.8;4.5;0;2.88;0
3;42.07;28.13;12.57;16.8;4.5;0;2.88;0
4;38.82;28.13;12.57;16.8;4.5;0;2.88;0
5;39.09;28.13;12.57;16.8;4.5;0;2.88;0
6;43.21;28.13;12.57;16.8;4.5;0;2.88;0
7;54.39;28.13;12.57;16.8;4.5;0;2.88;0
8;57.01;28.13;25.14;16.8;4.5;0;2.88;0
9;60.02;28.13;25.14;16.8;4.5;0;2.88;90
10;58.87;28.13;37.71;16.8;4.5;0;2.88;212
11;58.2;28.13;37.71;16.8;4.5;0;2.88;210
12;58.66;28.13;37.71;16.8;4.5;0;2.88;158
13;56.01;28.13;37.71;16.8;4.5;0;2.88;165
14;55.06;28.13;25.14;16.8;4.5;0;2.88;198
15;55.09;28.13;25.14;16.8;4.5;0;2.88;63
16;55.62;28.13;25.14;16.8;4.5;0;2.88;102
17;56.26;28.13;37.71;16.8;4.5;0;2.88;34.7
18;56.75;28.13;37.71;16.8;4.5;0;2.88;0
19;59.51;28.13;37.71;16.8;4.5;0;2.88;0
20;59.57;28.13;25.14;16.8;4.5;0;2.88;0
21;56.75;28.13;25.14;16.8;4.5;0;2.88;0
22;52.25;28.13;25.14;16.8;4.5;0;2.88;0
23;47.01;28.13;25.14;16.8;4.5;0;2.88;0
0;43.67;29.13;14.86;15.2;8.3;0;3.96;0
1;46.22;29.13;14.86;15.2;8.3;0;3.96;0
2;41.59;29.13;14.86;15.2;8.3;0;3.96;0
3;40.75;29.13;14.86;15.2;8.3;0;3.96;0
4;38.02;29.13;14.86;15.2;8.3;0;3.96;0
5;36.49;29.13;14.86;15.2;8.3;0;3.96;0
6;38.98;29.13;14.86;15.2;8.3;0;3.96;0
7;46.36;29.13;14.86;15.2;8.3;0;3.96;0
8;55.00;29.13;29.72;15.2;8.3;0;3.96;0
9;58.03;29.13;29.72;15.2;8.3;0;3.96;75
10;57.75;29.13;44.59;15.2;8.3;0;3.96;100
11;55.84;29.13;44.59;15.2;8.3;0;3.96;176
12;55.01;29.13;44.59;15.2;8.3;0;3.96;165
13;54.23;29.13;44.59;15.2;8.3;0;3.96;113
14;54.22;29.13;29.72;15.2;8.3;0;3.96;121
15;51.1;29.13;29.72;15.2;8.3;0;3.96;106
16;50.14;29.13;29.72;15.2;8.3;0;3.96;100
17;50.97;29.13;44.59;15.2;8.3;0;3.96;40.22
18;54.51;29.13;44.59;15.2;8.3;0;3.96;0
19;57.58;29.13;44.59;15.2;8.3;0;3.96;0
20;57.75;29.13;29.72;15.2;8.3;0;3.96;0
21;57.66;29.13;29.72;15.2;8.3;0;3.96;0
22;53.25;29.13;29.72;15.2;8.3;0;3.96;0
23;50.16;29.13;29.72;15.2;8.3;0;3.96;0
0;47.13;28.85;15.29;14.5;6;0;3.96;0
1;48.01;28.85;15.29;14.5;6;0;3.96;0
2;46.27;28.85;15.29;14.5;6;0;3.96;0
3;43.97;28.85;15.29;14.5;6;0;3.96;0
4;41.03;28.85;15.29;14.5;6;0;3.96;0
5;37.00;28.85;15.29;14.5;6;0;3.96;0
6;40.00;28.85;15.29;14.5;6;0;3.96;0
7;45.02;28.85;15.29;14.5;6;0;3.96;0
8;52.75;28.85;30.58;14.5;6;0;3.96;0
9;53.48;28.85;30.58;14.5;6;0;3.96;53
10;53.48;28.85;45.87;14.5;6;0;3.96;122
11;51.01;28.85;45.87;14.5;6;0;3.96;102
12;48.64;28.85;45.87;14.5;6;0;3.96;83
13;47.07;28.85;45.87;14.5;6;0;3.96;59
14;47.12;28.85;30.58;14.5;6;0;3.96;228
15;46.16;28.85;30.58;14.5;6;0;3.96;162
16;46.27;28.85;30.58;14.5;6;0;3.96;146
17;49.16;28.85;45.87;14.5;6;0;3.96;7
18;53.89;28.85;45.87;14.5;6;0;3.96;0
19;58.4;28.85;45.87;14.5;6;0;3.96;0
20;60.17;28.85;30.58;14.5;6;0;3.96;0
21;60.8;28.85;30.58;14.5;6;0;3.96;0
22;55.55;28.85;30.58;14.5;6;0;3.96;0
23;52.8;28.85;30.58;14.5;6;0;3.96;0
0;49.05;29.54;15.53;15.5;7.3;0;18;0
1;47.62;29.54;15.53;15.5;7.3;0;18;0
2;45.3;29.54;15.53;15.5;7.3;0;18;0
3;44.62;29.54;15.53;15.5;7.3;0;18;0
4;43.57;29.54;15.53;15.5;7.3;0;18;0
5;42.9;29.54;15.53;15.5;7.3;0;18;0
6;45.02;29.54;15.53;15.5;7.3;0;18;0
7;53.48;29.54;15.53;15.5;7.3;0;18;0
8;60.00;29.54;31.06;15.5;7.3;0;18;0
9;62.57;29.54;31.06;15.5;7.3;0;18;102
10;61.77;29.54;46.58;15.5;7.3;0;18;286.01
11;59.25;29.54;46.58;15.5;7.3;0;18;406.01
12;56.6;29.54;46.58;15.5;7.3;0;18;479.01
13;55.75;29.54;46.58;15.5;7.3;0;18;331
14;53.01;29.54;31.06;15.5;7.3;0;18;307
15;47.86;29.54;31.06;15.5;7.3;0;18;261
16;43.77;29.54;31.06;15.5;7.3;0;18;200.01
17;43.77;29.54;46.58;15.5;7.3;0;18;45.41
18;47.86;29.54;46.58;15.5;7.3;0;18;0
19;52.14;29.54;46.58;15.5;7.3;0;18;0
20;50.66;29.54;31.06;15.5;7.3;0;18;0
21;50.09;29.54;31.06;15.5;7.3;0;18;0
22;42.63;29.54;31.06;15.5;7.3;0;18;0
23;42.53;29.54;31.06;15.5;7.3;0;18;0
0;35.00;29;15.88;16.9;9.2;0.6;9;0
1;30.00;29;15.88;16.9;9.2;0.6;9;0
2;28.4;29;15.88;16.9;9.2;0.6;9;0
3;25.09;29;15.88;16.9;9.2;0.6;9;0
4;24.04;29;15.88;16.9;9.2;0.6;9;0
5;25.00;29;15.88;16.9;9.2;0.6;9;0
6;27.9;29;15.88;16.9;9.2;0.6;9;0
7;30.00;29;15.88;16.9;9.2;0.6;9;0
8;44.75;29;31.77;16.9;9.2;0.6;9;0
9;48.43;29;31.77;16.9;9.2;0.6;9;126.01
10;49.25;29;47.65;16.9;9.2;0.6;9;276.01
11;49.25;29;47.65;16.9;9.2;0.6;9;355.01
12;49.25;29;47.65;16.9;9.2;0.6;9;363.01
13;48.74;29;47.65;16.9;9.2;0.6;9;377.01
14;49.17;29;31.77;16.9;9.2;0.6;9;400.01
15;48.43;29;31.77;16.9;9.2;0.6;9;277.01
16;47.86;29;31.77;16.9;9.2;0.6;9;135
17;48.33;29;47.65;16.9;9.2;0.6;9;24.52
18;50.00;29;47.65;16.9;9.2;0.6;9;0
19;54.1;29;47.65;16.9;9.2;0.6;9;0
20;56.02;29;31.77;16.9;9.2;0.6;9;0
21;56.74;29;31.77;16.9;9.2;0.6;9;0
22;52.28;29;31.77;16.9;9.2;0.6;9;0
23;50.25;29;31.77;16.9;9.2;0.6;9;0
0;47.35;30.11;16.02;17.4;8.9;1.4;21.96;0
1;48.42;30.11;16.02;17.4;8.9;1.4;21.96;0
2;46.15;30.11;16.02;17.4;8.9;1.4;21.96;0
3;42.2;30.11;16.02;17.4;8.9;1.4;21.96;0
4;39.21;30.11;16.02;17.4;8.9;1.4;21.96;0
5;38.28;30.11;16.02;17.4;8.9;1.4;21.96;0
6;38.82;30.11;16.02;17.4;8.9;1.4;21.96;0
7;43.56;30.11;16.02;17.4;8.9;1.4;21.96;0
8;44.00;30.11;32.03;17.4;8.9;1.4;21.96;0
9;45.02;30.11;32.03;17.4;8.9;1.4;21.96;61
